BuggedMethods;LongMethod_Organic_x;MessageChain;LongParameterList_Organic_x;BrainMethod;LongMethod_Organic_y;DispersedCoupling;IntensiveCoupling;FeatureEnvy;ShotgunSurgery;LongParameterList_Organic_y
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;True;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
