Bugged;NumberOfCoupledClasses;NumberOfInheritedMethods;NumberPublicMethods;NumberOfAncestors;NumberUserDefinedAttributes;NumberOfPrivateAttributes;NumberOfSubclasses;NumberOfMethods_Mood;NumberOfPolymorphicMethods;NumberOfAttributes;NumberOfProtectedAttributes;Cohesion;NumberOfPublicAttributes
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;6.0;0.0;0.4166666666666667;5.0
True;1.0;0.0;5.0;0.0;0.0;1.0;0.0;7.0;5.0;3.0;0.0;0.3333333333333333;2.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.28;0.0
True;0.0;0.0;3.0;0.0;0.0;2.0;0.0;4.0;3.0;53.0;0.0;0.3;51.0
False;0.0;0.0;7.0;0.0;0.0;6.0;0.0;10.0;7.0;6.0;0.0;0.2333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;6.0;0.0;0.3333333333333333;5.0
True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.3428571428571429;0.0
True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.3428571428571429;0.0
True;0.0;0.0;12.0;0.0;0.0;0.0;0.0;16.0;7.0;1.0;0.0;0.13333333333333333;1.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;3.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.5;2.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.375;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;2.0;1.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;5.0;5.0;3.0;2.0;0.4;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.125;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;0.0;0.0;1.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;3.0;0.0;0.0;3.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;0.0;0.0;1.0
False;0.0;0.0;14.0;0.0;0.0;1.0;0.0;14.0;13.0;2.0;0.0;0.0;1.0
True;0.0;0.0;10.0;0.0;0.0;9.0;0.0;13.0;11.0;11.0;0.0;0.10256410256410256;2.0
True;0.0;0.0;10.0;0.0;0.0;9.0;0.0;13.0;11.0;11.0;0.0;0.10256410256410256;2.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;7.0;4.0;2.0;0.125;0.0
False;0.0;0.0;32.0;0.0;0.0;2.0;0.0;32.0;30.0;28.0;0.0;0.0;26.0
False;0.0;0.0;15.0;0.0;0.0;3.0;0.0;20.0;16.0;3.0;0.0;0.11666666666666667;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;2.0;4.0;0.0;0.75;0.0
True;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;2.0;4.0;0.0;0.75;0.0
True;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;2.0;4.0;0.0;0.75;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;1.0;0.16666666666666666;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;0.0;0.0;4.0;0.0;0.0;5.0;0.0;5.0;5.0;6.0;1.0;0.2;0.0
True;0.0;0.0;4.0;0.0;0.0;5.0;0.0;5.0;5.0;6.0;1.0;0.2;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;3.0;0.0;0.0;3.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
True;1.0;0.0;23.0;0.0;0.0;0.0;0.0;28.0;23.0;2.0;0.0;0.07142857142857142;2.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;10.0;0.0;0.0;2.0;0.0;10.0;10.0;2.0;0.0;0.0;0.0
False;0.0;0.0;12.0;0.0;0.0;5.0;0.0;12.0;10.0;5.0;0.0;0.08333333333333333;0.0
True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
True;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;1.0;3.0;0.0;0.25;2.0
True;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;1.0;3.0;0.0;0.25;2.0
False;0.0;0.0;19.0;0.0;0.0;9.0;0.0;19.0;19.0;9.0;0.0;0.13157894736842105;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;6.0;6.0;6.0;1.0;0.26666666666666666;4.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;4.0;0.0;4.0;2.0;5.0;0.0;0.375;1.0
False;0.0;0.0;3.0;0.0;0.0;4.0;0.0;4.0;2.0;5.0;0.0;0.375;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.8333333333333334;0.0
False;1.0;0.0;4.0;0.0;1.0;7.0;0.0;5.0;4.0;8.0;0.0;0.24;1.0
False;1.0;0.0;4.0;0.0;1.0;7.0;0.0;5.0;4.0;8.0;0.0;0.24;1.0
False;0.0;0.0;18.0;0.0;0.0;8.0;0.0;18.0;18.0;9.0;0.0;0.1111111111111111;1.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;4.0;3.0;0.0;0.2;2.0
False;1.0;0.0;7.0;0.0;2.0;13.0;0.0;11.0;7.0;15.0;0.0;0.16363636363636366;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0
False;1.0;0.0;7.0;0.0;0.0;1.0;0.0;7.0;3.0;2.0;0.0;0.2;1.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;11.0;3.0;7.0;0.0;0.13636363636363635;2.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;11.0;3.0;7.0;0.0;0.13636363636363635;2.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;11.0;3.0;7.0;0.0;0.13636363636363635;2.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;11.0;3.0;7.0;0.0;0.13636363636363635;2.0
False;1.0;0.0;4.0;0.0;0.0;5.0;0.0;11.0;3.0;7.0;0.0;0.13636363636363635;2.0
False;0.0;0.0;10.0;0.0;0.0;3.0;0.0;12.0;10.0;3.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;3.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;10.0;5.0;2.0;0.0;0.2;0.0
False;0.0;0.0;12.0;0.0;0.0;16.0;0.0;15.0;12.0;16.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;7.0;3.0;2.0;0.0;0.42857142857142855;0.0
False;0.0;0.0;3.0;0.0;0.0;5.0;0.0;8.0;3.0;5.0;0.0;0.15625;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;1.0
False;0.0;0.0;17.0;0.0;0.0;1.0;0.0;17.0;2.0;5.0;0.0;0.1568627450980392;4.0
False;0.0;0.0;17.0;0.0;0.0;1.0;0.0;17.0;2.0;5.0;0.0;0.1568627450980392;4.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;7.0;0.0;2.0;0.0;0.2857142857142857;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;8.0;0.0;8.0;3.0;8.0;0.0;0.325;0.0
False;0.0;0.0;2.0;0.0;0.0;8.0;0.0;8.0;3.0;8.0;0.0;0.325;0.0
False;0.0;0.0;2.0;0.0;0.0;8.0;0.0;8.0;3.0;8.0;0.0;0.325;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;0.0;0.4166666666666667;1.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;0.0;0.4166666666666667;1.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;0.0;0.4166666666666667;1.0
False;1.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;3.0;5.0;0.0;0.6;4.0
False;1.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;3.0;5.0;0.0;0.6;4.0
False;1.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;3.0;5.0;0.0;0.6;4.0
False;1.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;3.0;5.0;0.0;0.6;4.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.4444444444444444;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;0.0;0.5416666666666666;0.0
False;2.0;0.0;13.0;0.0;0.0;3.0;0.0;14.0;0.0;3.0;0.0;0.21428571428571427;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.75;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;5.0;0.0;0.0;9.0;0.0;5.0;5.0;9.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;1.0;0.0;9.0;8.0;1.0;0.0;0.1111111111111111;0.0
False;1.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;5.0;6.0;0.0;0.2222222222222222;5.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.5;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;9.0;8.0;4.0;0.0;0.1414141414141414;1.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.2083333333333333;0.0
True;0.0;0.0;8.0;0.0;1.0;5.0;0.0;8.0;8.0;5.0;0.0;0.25;0.0
True;0.0;0.0;8.0;0.0;1.0;5.0;0.0;8.0;8.0;5.0;0.0;0.25;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;5.0;0.0;4.0;4.0;5.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;2.0;0.0;7.0;0.0;0.0;2.0;0.0;10.0;6.0;3.0;0.0;0.2888888888888889;1.0
False;2.0;0.0;7.0;0.0;0.0;2.0;0.0;10.0;6.0;3.0;0.0;0.2888888888888889;1.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;2.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;2.0;3.0;2.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;8.0;4.0;0.0;0.6944444444444444;4.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;4.0;4.0;0.0;0.2333333333333333;4.0
False;1.0;0.0;6.0;0.0;0.0;1.0;0.0;7.0;7.0;3.0;0.0;0.25;2.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;6.0;6.0;0.5;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;6.0;6.0;0.5;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;14.0;11.0;0.0;3.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;9.0;0.0;0.0;8.0;0.0;9.0;9.0;9.0;0.0;0.1388888888888889;1.0
False;0.0;0.0;5.0;0.0;0.0;6.0;0.0;5.0;4.0;6.0;0.0;0.3;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
False;1.0;0.0;18.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.1736111111111111;0.0
False;1.0;0.0;18.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.1736111111111111;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;1.0;0.0;10.0;0.0;0.0;10.0;0.0;12.0;11.0;12.0;0.0;0.2307692307692308;2.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;0.0;0.23214285714285715;1.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;0.0;0.23214285714285715;1.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;0.0;0.23214285714285715;1.0
False;1.0;0.0;4.0;0.0;1.0;0.0;0.0;4.0;4.0;2.0;0.0;0.28125;2.0
False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;8.0;2.0;12.0;9.0;0.0;0.0
True;0.0;0.0;11.0;0.0;0.0;11.0;0.0;12.0;12.0;11.0;0.0;0.12878787878787878;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0
False;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;11.0;9.0;0.0;0.1258741258741259;9.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.3333333333333333;2.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;2.0;2.0;0.0;0.4444444444444444;0.0
False;0.0;0.0;2.0;0.0;0.0;5.0;0.0;8.0;5.0;13.0;3.0;0.125;5.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;1.0;0.0;17.0;0.0;0.0;9.0;0.0;17.0;17.0;10.0;0.0;0.15294117647058825;1.0
False;0.0;0.0;6.0;0.0;0.0;10.0;0.0;6.0;6.0;11.0;0.0;0.0;1.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.3333333333333333;0.0
False;1.0;0.0;2.0;0.0;5.0;5.0;0.0;2.0;2.0;5.0;0.0;0.0;0.0
False;1.0;0.0;2.0;0.0;5.0;5.0;0.0;2.0;2.0;5.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;19.0;0.0;0.0;4.0;0.0;21.0;20.0;5.0;0.0;0.047619047619047616;1.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.3333333333333333;1.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0
False;0.0;0.0;4.0;0.0;0.0;6.0;0.0;4.0;3.0;8.0;0.0;0.25;2.0
False;0.0;0.0;4.0;0.0;0.0;6.0;0.0;4.0;3.0;8.0;0.0;0.25;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;7.0;0.0;1.0;2.0;0.0;7.0;5.0;6.0;0.0;0.2857142857142857;4.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;4.0;0.0;9.0;8.0;12.0;0.0;0.4444444444444444;8.0
False;1.0;0.0;7.0;0.0;0.0;3.0;0.0;8.0;7.0;3.0;0.0;0.26785714285714285;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.5;2.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;5.0;2.0;0.0;0.21428571428571427;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
False;1.0;0.0;49.0;0.0;1.0;6.0;0.0;62.0;49.0;6.0;0.0;0.1129032258064516;0.0
